Timestamp,Time,State,Confidence (%),RSSI (dBm),Subcarrier Motion Variance,Security Alert
2026-08-06 14:42:20,14:42:20,Present,99.0,-46.9,0.0,NO
2026-08-06 14:42:22,14:42:22,Present,99.0,-46.6,0.0,NO
2026-08-06 14:42:25,14:42:25,Present,99.0,-49.9,0.0,NO
2026-08-06 14:42:27,14:42:27,Present,99.0,-48.2,0.0,NO
2026-08-06 14:42:30,14:42:30,Present,99.0,-46.2,0.0,NO
2026-08-06 14:42:32,14:42:32,Present,99.0,-46.0,0.0,NO
2026-08-06 14:42:34,14:42:34,Present,99.0,-45.9,0.0,NO
2026-08-06 14:42:36,14:42:36,Present,99.0,-47.0,0.0,NO
2026-08-06 14:42:38,14:42:38,Present,99.0,-46.8,0.0,NO
2026-08-06 14:42:40,14:42:40,Present,99.0,-47.0,0.0,NO
2026-08-06 14:42:42,14:42:42,Present,99.0,-47.5,0.0,NO
2026-08-06 14:42:44,14:42:44,Present,99.0,-46.8,0.0,NO
2026-08-06 14:42:47,14:42:47,Present,99.0,-46.9,0.0,NO
2026-08-06 14:42:49,14:42:49,Present,99.0,-48.0,0.0,NO
2026-08-06 14:42:51,14:42:51,Present,99.0,-48.7,0.0,NO
2026-08-06 14:42:53,14:42:53,Present,99.0,-46.5,0.0,NO
2026-08-06 14:42:55,14:42:55,Present,99.0,-46.9,0.0,NO
2026-08-06 14:42:58,14:42:58,Present,99.0,-47.8,0.0,NO
2026-08-06 14:43:01,14:43:01,Present,99.0,-47.7,0.0,NO
2026-08-06 14:43:03,14:43:03,Present,99.0,-46.9,0.0,NO
2026-08-06 14:43:05,14:43:05,Present,99.0,-47.0,0.0,NO
2026-08-06 14:43:07,14:43:07,Present,99.0,-48.9,0.0,NO
2026-08-06 14:43:10,14:43:10,Present,99.0,-47.0,0.0,NO
2026-08-06 14:43:13,14:43:13,Present,99.0,-47.1,0.0,NO
2026-08-06 14:43:15,14:43:15,Present,99.0,-50.5,0.0,NO
2026-08-06 14:43:18,14:43:18,Present,99.0,-46.7,0.0,NO
2026-08-06 14:43:20,14:43:20,Present,99.0,-47.1,0.0,NO
2026-08-06 14:43:22,14:43:22,Present,99.0,-46.1,0.0,NO
2026-08-06 14:43:25,14:43:25,Present,99.0,-47.1,0.0,NO
2026-08-06 14:43:27,14:43:27,Present,99.0,-45.0,0.0,NO
2026-08-06 14:43:29,14:43:29,Present,99.0,-45.9,0.0,NO
2026-08-06 14:43:31,14:43:31,Present,99.0,-46.8,0.0,NO
2026-08-06 14:43:33,14:43:33,Present,99.0,-46.0,0.0,NO
2026-08-06 14:43:35,14:43:35,Present,99.0,-47.2,0.0,NO
2026-08-06 14:43:37,14:43:37,Present,99.0,-46.9,0.0,NO
2026-08-06 14:43:39,14:43:39,Present,99.0,-46.0,0.0,NO
2026-08-06 14:43:42,14:43:42,Present,99.0,-46.2,0.0,NO
2026-08-06 14:43:44,14:43:44,Present,99.0,-46.2,0.0,NO
2026-08-06 14:43:46,14:43:46,Present,99.0,-46.4,0.0,NO
2026-08-06 14:43:48,14:43:48,Present,99.0,-50.4,0.0,NO
2026-08-06 14:43:51,14:43:51,Present,99.0,-46.1,0.0,NO
2026-08-06 14:43:53,14:43:53,Present,99.0,-46.9,0.0,NO
2026-08-06 14:43:55,14:43:55,Present,99.0,-47.8,0.0,NO
2026-08-06 14:43:57,14:43:57,Present,99.0,-47.2,0.0,NO
2026-08-06 14:43:59,14:43:59,Present,99.0,-48.4,0.0,NO
2026-08-06 14:44:01,14:44:01,Present,99.0,-47.4,0.0,NO
2026-08-06 14:44:03,14:44:03,Present,99.0,-47.5,0.0,NO
2026-08-06 14:44:05,14:44:05,Present,99.0,-46.1,0.0,NO
2026-08-06 14:44:07,14:44:07,Present,99.0,-47.5,0.0,NO
2026-08-06 14:44:10,14:44:10,Present,99.0,-46.6,0.0,NO
2026-08-06 14:44:12,14:44:12,Present,99.0,-46.1,0.0,NO
2026-08-06 14:44:14,14:44:14,Present,99.0,-47.0,0.0,NO
2026-08-06 14:44:16,14:44:16,Present,99.0,-46.2,0.0,NO
2026-08-06 14:44:18,14:44:18,Present,99.0,-46.6,0.0,NO
2026-08-06 14:44:20,14:44:20,Present,99.0,-46.1,0.0,NO
2026-08-06 14:44:23,14:44:23,Present,99.0,-48.7,0.0,NO
2026-08-06 14:44:25,14:44:25,Present,99.0,-49.0,0.0,NO
2026-08-06 14:44:27,14:44:27,Present,99.0,-48.0,0.0,NO
2026-08-06 14:44:30,14:44:30,Present,99.0,-49.5,0.0,NO
2026-08-06 14:44:32,14:44:32,Present,99.0,-48.0,0.0,NO
2026-08-06 14:44:34,14:44:34,Present,99.0,-48.0,0.0,NO
2026-08-06 14:44:36,14:44:36,Present,99.0,-46.1,0.0,NO
2026-08-06 14:44:38,14:44:38,Present,99.0,-47.1,0.0,NO
2026-08-06 14:44:40,14:44:40,Present,99.0,-49.1,0.0,NO
2026-08-06 14:44:42,14:44:42,Present,99.0,-49.6,0.0,NO
2026-08-06 14:44:45,14:44:45,Present,99.0,-50.5,0.0,NO
2026-08-06 14:44:47,14:44:47,Present,99.0,-48.5,0.0,NO
2026-08-06 14:44:49,14:44:49,Present,99.0,-45.4,0.0,NO
2026-08-06 14:44:51,14:44:51,Present,99.0,-46.3,0.0,NO
2026-08-06 14:44:54,14:44:54,Present,99.0,-46.5,0.0,NO
2026-08-06 14:44:56,14:44:56,Present,99.0,-46.9,0.0,NO
2026-08-06 14:44:58,14:44:58,Present,99.0,-46.4,0.0,NO
2026-08-06 14:45:00,14:45:00,Present,99.0,-46.0,0.0,NO
2026-08-06 14:45:02,14:45:02,Present,99.0,-46.4,0.0,NO
2026-08-06 14:45:04,14:45:04,Present,99.0,-46.1,0.0,NO
2026-08-06 14:45:06,14:45:06,Present,99.0,-46.5,0.0,NO
2026-08-06 14:45:08,14:45:08,Present,99.0,-46.1,0.0,NO
2026-08-06 14:45:11,14:45:11,Present,99.0,-46.9,0.0,NO
2026-08-06 14:45:13,14:45:13,Present,99.0,-46.2,0.0,NO
2026-08-06 14:45:16,14:45:16,Present,99.0,-47.5,0.0,NO
2026-08-06 14:45:19,14:45:19,Present,99.0,-47.4,0.0,NO
2026-08-06 14:45:21,14:45:21,Present,99.0,-46.8,0.0,NO
2026-08-06 14:45:23,14:45:23,Present,99.0,-47.5,0.0,NO
2026-08-06 14:45:25,14:45:25,Present,99.0,-46.9,0.0,NO
2026-08-06 14:45:27,14:45:27,Present,99.0,-47.0,0.0,NO
2026-08-06 14:45:29,14:45:29,Present,99.0,-46.6,0.0,NO
2026-08-06 14:45:32,14:45:32,Present,99.0,-47.0,0.0,NO
2026-08-06 14:45:34,14:45:34,Present,99.0,-50.0,0.0,NO
2026-08-06 14:45:36,14:45:36,Present,99.0,-47.0,0.0,NO
2026-08-06 14:45:38,14:45:38,Present,99.0,-47.1,0.0,NO
2026-08-06 14:45:40,14:45:40,Present,99.0,-48.1,0.0,NO
2026-08-06 14:45:42,14:45:42,Present,99.0,-48.9,0.0,NO
2026-08-06 14:45:44,14:45:44,Present,99.0,-48.9,0.0,NO
2026-08-06 14:45:47,14:45:47,Present,99.0,-47.9,0.0,NO
2026-08-06 14:45:49,14:45:49,Present,99.0,-47.1,0.0,NO
2026-08-06 14:45:51,14:45:51,Present,99.0,-47.8,0.0,NO
2026-08-06 14:45:53,14:45:53,Present,99.0,-46.1,0.0,NO
2026-08-06 14:45:55,14:45:55,Present,99.0,-48.1,0.0,NO
2026-08-06 14:45:58,14:45:58,Present,99.0,-47.2,0.0,NO
2026-08-06 14:46:00,14:46:00,Present,99.0,-47.7,0.0,NO
2026-08-06 14:46:02,14:46:02,Present,99.0,-49.3,0.0,NO
2026-08-06 14:46:04,14:46:04,Present,99.0,-47.5,0.0,NO
2026-08-06 14:46:06,14:46:06,Present,97.8,-47.9,0.0,NO
2026-08-06 14:46:08,14:46:08,Present,98.7,-47.2,0.0,NO
2026-08-06 14:46:11,14:46:11,Present,99.0,-49.1,0.0,NO
2026-08-06 14:46:13,14:46:13,Present,99.0,-48.1,0.0,NO
2026-08-06 14:46:15,14:46:15,Present,99.0,-47.1,0.0,NO
2026-08-06 14:46:17,14:46:17,Present,99.0,-47.2,0.0,NO
2026-08-06 14:46:19,14:46:19,Present,99.0,-47.0,0.0,NO
2026-08-06 14:46:21,14:46:21,Present,99.0,-48.3,0.0,NO
2026-08-06 14:46:24,14:46:24,Present,99.0,-48.0,0.0,NO
2026-08-06 14:46:26,14:46:26,Present,99.0,-47.2,0.0,NO
2026-08-06 14:46:28,14:46:28,Present,99.0,-48.0,0.0,NO
2026-08-06 14:46:30,14:46:30,Present,99.0,-46.1,0.0,NO
2026-08-06 14:46:32,14:46:32,Present,99.0,-45.9,0.0,NO
2026-08-06 14:46:35,14:46:35,Present,99.0,-49.1,0.0,NO
2026-08-06 14:46:37,14:46:37,Present,99.0,-47.7,0.0,NO
2026-08-06 14:46:40,14:46:40,Present,99.0,-46.9,0.0,NO
2026-08-06 14:46:42,14:46:42,Present,99.0,-49.9,0.0,NO
2026-08-06 14:46:44,14:46:44,Present,88.0,-46.9,0.0,NO
2026-08-06 14:46:47,14:46:47,Present,88.0,-46.2,0.0,NO
2026-08-06 14:46:49,14:46:49,Present,99.0,-46.7,0.0,NO
2026-08-06 14:46:51,14:46:51,Present,99.0,-46.0,0.0,NO
2026-08-06 14:46:53,14:46:53,Present,99.0,-46.4,0.0,NO
2026-08-06 14:46:56,14:46:56,Present,99.0,-46.2,0.0,NO
2026-08-06 14:46:58,14:46:58,Present,99.0,-45.8,0.0,NO
2026-08-06 14:47:00,14:47:00,Present,99.0,-46.6,0.0,NO
2026-08-06 14:47:02,14:47:02,Present,99.0,-46.5,0.0,NO
2026-08-06 14:47:04,14:47:04,Present,99.0,-47.4,0.0,NO
2026-08-06 14:47:06,14:47:06,Present,99.0,-45.9,0.0,NO
2026-08-06 14:47:09,14:47:09,Present,99.0,-46.0,0.0,NO
2026-08-06 14:47:11,14:47:11,Present,99.0,-45.9,0.0,NO
2026-08-06 14:47:13,14:47:13,Present,99.0,-46.1,0.0,NO
2026-08-06 14:47:15,14:47:15,Present,99.0,-47.3,0.0,NO
2026-08-06 14:47:17,14:47:17,Present,99.0,-45.6,0.0,NO
2026-08-06 14:47:19,14:47:19,Present,99.0,-46.2,0.0,NO
2026-08-06 14:47:21,14:47:21,Present,99.0,-46.2,0.0,NO
2026-08-06 14:47:23,14:47:23,Present,88.0,-46.9,0.0,NO
2026-08-06 14:47:26,14:47:26,Present,96.0,-48.0,0.0,NO
2026-08-06 14:47:30,14:47:30,Present,88.8,-48.2,0.0,NO
2026-08-06 14:47:32,14:47:32,Present,88.0,-46.7,0.0,NO
2026-08-06 14:47:34,14:47:34,Present,99.0,-48.0,0.0,NO
2026-08-06 14:47:36,14:47:36,Present,88.0,-46.0,0.0,NO
2026-08-06 14:47:38,14:47:38,Present,99.0,-46.8,0.0,NO
2026-08-06 14:47:40,14:47:40,Present,88.0,-47.1,0.0,NO
2026-08-06 14:47:43,14:47:43,Present,88.0,-46.1,0.0,NO
2026-08-06 14:47:45,14:47:45,Present,99.0,-46.0,0.0,NO
2026-08-06 14:47:47,14:47:47,Present,88.0,-47.5,0.0,NO
2026-08-06 14:47:49,14:47:49,Present,96.6,-48.1,0.0,NO
2026-08-06 14:47:51,14:47:51,Present,99.0,-48.1,0.0,NO
2026-08-06 14:47:53,14:47:53,Present,99.0,-45.8,0.0,NO
2026-08-06 14:47:56,14:47:56,Present,99.0,-45.3,0.0,NO
2026-08-06 14:47:59,14:47:59,Present,99.0,-46.5,0.0,NO
2026-08-06 14:48:01,14:48:01,Present,95.8,-48.3,0.0,NO
2026-08-06 14:48:03,14:48:03,Present,88.3,-50.2,0.0,NO
2026-08-06 14:48:05,14:48:05,Present,93.3,-48.0,0.0,NO
2026-08-06 14:48:07,14:48:07,Present,97.1,-47.9,0.0,NO
2026-08-06 14:48:09,14:48:09,Present,99.0,-48.0,0.0,NO
2026-08-06 14:48:11,14:48:11,Present,99.0,-48.0,0.0,NO
2026-08-06 14:48:13,14:48:13,Present,99.0,-48.1,0.0,NO
2026-08-06 14:48:15,14:48:15,Present,99.0,-47.0,0.0,NO
2026-08-06 14:48:18,14:48:18,Present,99.0,-46.8,0.0,NO
2026-08-06 14:48:20,14:48:20,Present,99.0,-47.2,0.0,NO
2026-08-06 14:48:23,14:48:23,Present,99.0,-47.3,0.0,NO
2026-08-06 14:48:25,14:48:25,Present,99.0,-47.0,0.0,NO
2026-08-06 14:48:27,14:48:27,Present,98.7,-48.2,0.0,NO
2026-08-06 14:48:29,14:48:29,Present,99.0,-46.9,0.0,NO
2026-08-06 14:48:32,14:48:32,Present,99.0,-47.3,0.0,NO
2026-08-06 14:48:34,14:48:34,Present,99.0,-48.4,0.0,NO
2026-08-06 14:48:37,14:48:37,Present,99.0,-47.6,0.0,NO
2026-08-06 14:48:39,14:48:39,Present,99.0,-48.2,0.0,NO
2026-08-06 14:48:41,14:48:41,Present,99.0,-51.0,0.0,NO
2026-08-06 14:48:43,14:48:43,Present,99.0,-49.4,0.0,NO
2026-08-06 14:48:45,14:48:45,Present,92.3,-47.9,0.0,NO
2026-08-06 14:48:47,14:48:47,Present,88.0,-48.5,0.0,NO
2026-08-06 14:48:49,14:48:49,Present,99.0,-49.2,0.0,NO
2026-08-06 14:48:51,14:48:51,Present,99.0,-52.4,0.0,NO
2026-08-06 14:48:54,14:48:54,Present,99.0,-46.6,0.0,NO
2026-08-06 14:48:56,14:48:56,Present,97.9,-47.4,0.0,NO
2026-08-06 14:48:58,14:48:58,Present,88.0,-47.2,0.0,NO
2026-08-06 14:49:00,14:49:00,Present,88.0,-47.0,0.0,NO
2026-08-06 14:49:02,14:49:02,Present,88.0,-46.7,0.0,NO
2026-08-06 14:49:04,14:49:04,Present,88.0,-45.9,0.0,NO
2026-08-06 14:49:07,14:49:07,Present,92.2,-45.7,0.0,NO
2026-08-06 14:49:09,14:49:09,Present,88.0,-48.0,0.0,NO
2026-08-06 14:49:11,14:49:11,Present,88.0,-46.3,0.0,NO
2026-08-06 14:49:14,14:49:14,Present,88.0,-48.6,0.0,NO
2026-08-06 14:49:16,14:49:16,Present,88.0,-46.7,0.0,NO
2026-08-06 14:49:18,14:49:18,Present,88.0,-47.6,0.0,NO
2026-08-06 14:49:21,14:49:21,Present,88.0,-47.0,0.0,NO
2026-08-06 14:49:23,14:49:23,Present,99.0,-46.9,0.0,NO
2026-08-06 14:49:25,14:49:25,Present,97.9,-47.3,0.0,NO
2026-08-06 14:49:27,14:49:27,Present,88.0,-48.8,0.0,NO
2026-08-06 14:49:29,14:49:29,Present,99.0,-48.9,0.0,NO
2026-08-06 14:49:31,14:49:31,Present,99.0,-46.0,0.0,NO
2026-08-06 14:49:34,14:49:34,Present,88.0,-47.9,0.0,NO
2026-08-06 14:49:36,14:49:36,Present,88.0,-45.9,0.0,NO
2026-08-06 14:49:38,14:49:38,Present,88.0,-46.3,0.0,NO
2026-08-06 14:49:40,14:49:40,Present,99.0,-48.4,0.0,NO
2026-08-06 14:49:42,14:49:42,Present,98.9,-46.8,0.0,NO
2026-08-06 14:49:45,14:49:45,Present,99.0,-47.0,0.0,NO
2026-08-06 14:49:47,14:49:47,Present,88.0,-48.0,0.0,NO
2026-08-06 14:49:49,14:49:49,Present,88.0,-47.0,0.0,NO
2026-08-06 14:49:51,14:49:51,Present,88.0,-46.2,0.0,NO
2026-08-06 14:49:53,14:49:53,Present,97.8,-46.9,0.0,NO
2026-08-06 14:49:56,14:49:56,Present,99.0,-45.5,0.0,NO
2026-08-06 14:49:58,14:49:58,Present,98.7,-48.9,0.0,NO
2026-08-06 14:50:00,14:50:00,Present,89.8,-49.3,0.0,NO
2026-08-06 14:50:03,14:50:03,Present,88.0,-48.3,0.0,NO
2026-08-06 14:50:05,14:50:05,Present,88.0,-47.4,0.0,NO
2026-08-06 14:50:07,14:50:07,Present,88.0,-50.4,0.0,NO
2026-08-06 14:50:09,14:50:09,Present,99.0,-48.3,0.0,NO
